TARGET,cus_employername,profit_loss_after_cost,agrgrp_writeoff
,Tesco,61.04,
1.0,Uniq Prepared Food,452.5,
,Sainsburys,56.37,
0.0,Costco,-124.12,1.0
1.0,The Hut Group,449.75,
0.0,Aps Group,-284.375,1.0
0.0,Ladbrokes,-268.56,
1.0,Fielding Dairies,141.0,
0.0,Centrica,-174.55,1.0
0.0,Lock+17+Camden,-6.5,
,The Ealing Hospital,3.825,
1.0,Dwp,198.7,
1.0,Nuffield,442.05,
,Cooperheat,8.62,
,Universal Products,33.83,
,Repton Security Ltd,9.22,1.0
1.0,Morrisons,358.2,1.0
,Smith News,64.75,1.0
0.0,Bp,-6.5,
,Warrington Hospital,27.57,
0.0,Gap Group,-251.0,1.0
,Yes Loans,35.0,
1.0,Working With Men,576.85,
0.0,Wolverhampton City Pct - Penn Hospital,-186.0,1.0
,Nhs,98.175,
0.0,Bhs,-141.0,1.0
,Asda,17.25,
0.0,Royal Navy,-6.5,
1.0,Leeds Teaching Hospitals,317.92,
0.0,Medical Protection Society,-186.0,1.0
,Kettering Buccleuch Academy,0.875,
1.0,Asda Stores Lts,631.65,
0.0,Network Rail,-236.0,1.0
1.0,Chilton Foliat Primary School,162.5,
0.0,Aramark,-178.96,
1.0,Jamies Italian,178.125,
,Wilkinson,8.25,
0.0,Vodafone Ltd,-186.0,1.0
0.0,Diana Princess Of Wales Hospital,-56.125,1.0
0.0,Ashdown Park Hotel,-81.125,1.0
0.0,J Sainsburys,-136.0,1.0
1.0,Southernandredfern,120.85,
1.0,Parasol Group Ltd,215.25,
0.0,Randolph Hill,-97.5,
0.0,Hampshire Constabulary,-6.5,
1.0,Cad Recycling,165.35,
0.0,Avc Group,-164.65,1.0
0.0,Morrisons,-276.75,1.0
1.0,Sainsburys,103.0,
1.0,Imtech Aqua,169.75,
,Pantheon Leisure,3.35,1.0
,Norfolk County Council,8.25,
0.0,Alchemis,-186.0,1.0
1.0,Clipper Logistics,692.4,
0.0,William Hill,-201.0,1.0
1.0,Howdens Joinery,343.35,
,Notting Hill Housing Trust,8.25,
0.0,Devere Belton Woods,-46.08,1.0
1.0,Howards Honda,405.75,
0.0,Hm Forces,-38.0,1.0
0.0,Swansway Group,-131.47,1.0
1.0,Tesco,536.05,
0.0,Wroxton House Hotel/Best Western,-10.68,
,Sainsbury,9.25,1.0
,Gafta,8.25,
0.0,Doubletake Studios,-30.845,1.0
1.0,Hero Tsc,233.25,
0.0,University Of Aberdeen,-216.0,1.0
0.0,Morrisons,-6.5,
1.0,Sainsbury,170.25,
0.0,West London Security Ltd,-6.5,
0.0,Mgt,-80.0,1.0
0.0,Royal Gwent Hospital,-146.0,1.0
,Bunzl Retail Supplies,89.78,
1.0,Northern Automotives,48.8,
0.0,Sainsburys,-342.0,1.0
,Rcd Distributor,58.35,1.0
1.0,Bae Systems,274.5,
0.0,Scottish Power,-188.25,1.0
0.0,Southen Cross,-22.96,
1.0,Boots,280.45,1.0
0.0,Jd Sports Fashion Plc,-186.34,
1.0,The George Hotel Of Stamford,102.905,
1.0,Lbwf,412.65,
,Lobo Fisheries,32.25,
,Blue Arrow,85.62,
,Ashtonleigh Ltd,8.4,
0.0,Kent & Medway Nhs Partnership Trust,-111.0,1.0
1.0,Routes To Work South,132.85,
,Nsl Services,14.15,
1.0,Concentrix,200.25,
0.0,Ladbrokes,-201.0,1.0
1.0,Hm Forces,200.25,
1.0,Tesco,431.85,
,Ford,24.675,
0.0,Toyota Motor Manufacturing Ltd,-100.75,
1.0,Four Seasons Helth Care,101.25,
1.0,Calsonic Kaansei,101.1,
0.0,Teleperformance Uk,-263.25,1.0
1.0,Cs Ireland,129.0,
0.0,Tesco Plc,-211.0,1.0
0.0,Dwp,-52.33,1.0
,Tdg Williams,52.5,
,Skanem Durham,8.25,
1.0,Talbot Underwriting,134.35,
0.0,Boots The Chemist,-103.625,
,Eton Travel,19.45,
0.0,Nestle,-42.27,
0.0,Deerplay Care Home,-186.0,1.0
,Gateacre Medical Centre,49.7,
0.0,Intier Automative,-186.0,1.0
0.0,Cardpoint,-159.375,1.0
1.0,Lazenbys,252.36,
1.0,Tesco,101.0,
0.0,Fyfe And Mcgrouther,-195.75,1.0
1.0,John Luxford,241.8,
,Haskins Garden Centre Ltd,37.08,1.0
0.0,U Group,-151.0,
0.0,On The Beach Holidays,-141.75,1.0
1.0,Dhl,625.78,
1.0,Sainsburys,360.875,
0.0,City Of Edinburgh Council,-125.35,
1.0,Priory Healthcare Limited,200.5,
0.0,Leys Health Centre,-27.4,
1.0,Leeds Teaching Hospitals Nhs,300.8,
0.0,Royal Mail,-186.0,1.0
0.0,Richard Baldwin Motorhomes,-149.0,1.0
0.0,The Salvation Army,-117.75,1.0
0.0,William Hill,-186.0,1.0
0.0,Derbyshire County Council,-151.0,1.0
,Armed Forces,7.5,1.0
0.0,Sainsburys,-171.0,1.0
0.0,Dept Of Work And Pensions,-6.5,
1.0,Btcv,170.25,
1.0,Hc One,144.5,
,Tesco,14.5,1.0
1.0,Durham Fire Service,275.16,
1.0,Balfour Beatty,419.5,
0.0,Asda Store,-186.0,1.0
0.0,Solen Energy,-116.175,1.0
0.0,Savills,-186.0,1.0
,Admiral,8.25,
0.0,Backhouse Bet,-312.0,1.0
,Southwark Council,52.5,
0.0,South End Care,-193.25,1.0
0.0,Lidl,-276.75,1.0
0.0,U Systems Limited,-241.5,1.0
0.0,British Army,-236.0,1.0
0.0,Orc International,-171.0,1.0
,Hammersmith Hospital,42.75,
1.0,Harris Academy At Peckham,464.5,
1.0,A Plan Insurance,627.005,
0.0,Guardian Group Limited/Saturn Security,-30.11,1.0
0.0,Pharmacy People Ltd,-66.75,1.0
1.0,Royal Air Force,264.1,
1.0,H&M,420.75,
0.0,J Reddington Ltd,-161.0,1.0
1.0,Student Loans Company,362.25,
1.0,Rifles,287.45,
1.0,Gamestation,256.255,
1.0,Dynamometer Services Group,244.75,
,Framework Housing,81.75,
1.0,Molecular Products,180.2,
0.0,Oltec Group,-50.375,
1.0,Guestline,161.0,
0.0,H&T Pawnbrokers,-471.0,2.0
0.0,Bskyb,-25.25,
1.0,Lifterz Ltd,253.5,
0.0,Primex Plastics,-27.75,1.0
1.0,Derby Hospitals Trust,581.75,
1.0,British Army,339.875,
0.0,Horizon Publishing,-186.0,1.0
0.0,Walsall Council,-157.425,1.0
1.0,D & E Coaches,114.5,
1.0,Lidl,112.25,
,Army,97.005,
0.0,Elizabeth House,-236.75,1.0
1.0,Tradition Uk,317.25,
1.0,Derby Hospitals Nhs,205.05,
0.0,English Village Salads,-77.0,1.0
,Asda,16.5,
0.0,The Royal,-116.875,
0.0,Whsmiths,-136.0,1.0
,Care Ltd,80.55,
,Flangecombe,11.8,
,Salford Royal Hospital,3.825,
1.0,The National Autistic Society,650.05,
0.0,Saprex Ltd,-141.75,1.0
0.0,Ocs Security,-251.0,1.0
0.0,Kenton Instore,-136.0,1.0
0.0,Premier Inn,-24.45,
,Lloyds Tsb,49.55,
0.0,Anchor Pumps,-9.0,1.0
0.0,Orpington College,-120.92,
,Allied Health Care,58.6,
0.0,Anglian /Home Improvements,-136.0,1.0
0.0,Mentmore Golf And Country Club,-141.75,1.0
1.0,Rolls Wood Group,724.875,
1.0,Dmc Plc,135.75,
,Admiral,18.75,1.0
,Pcms Group Plc,89.89,
0.0,Blackpool Council,-276.75,1.0
,Santander,83.16,
0.0,London And Quadrant Housing Trust,-147.8,
,Proctor And Gamble,96.75,
0.0,Hebburn Library,-136.0,1.0
1.0,Chilli Refrigeration,584.5,
1.0,La Fitness,118.825,
0.0,Ladbrokes,-171.0,1.0
1.0,Lidl,156.0,
1.0,Boots,233.675,
0.0,Bottomline Technologies Europe Ltd,-273.25,
,Speakers Trust,64.78,
,Basingstoke Hospital,52.5,
0.0,Filco Foods,-176.75,1.0
1.0,Bensons Beds,469.45,
,Dudley Group Of Hospitals,32.25,
,Medway Nhs Trust,23.0,
0.0,East Cheshire Nhs Trust,-53.25,1.0
0.0,Nutrimetics,-106.5,1.0
,Shell,35.0,
0.0,Nsl Limited(Westminster),-251.0,1.0
,Army,70.51,
0.0,Bupa,-213.25,1.0
,H&M,50.945,
,Firstsoures Solutions,8.25,
,Edinburgh Coach Line,89.75,
1.0,Home Office Ukba,225.53,
1.0,British Institute Of Technology,114.35,
0.0,Giles Foods,-136.0,1.0
0.0,Dixons Retail,-10.25,1.0
0.0,Gala Bingo,-136.0,1.0
0.0,British Army,-255.6,
,St.Joseph School,0.875,
1.0,Justloose.Com,476.84,
1.0,Hm Forces,114.7,
0.0,Clackmannanshire Council,-186.0,1.0
,Westcountry Rivers Trust Ltd,37.83,
1.0,T.M Lewin,303.75,
,Coventry City Council,8.25,
1.0,Solo Cup,122.02,
,The Gem,32.25,
0.0,Dorset Country And Golf Club,-29.875,1.0
1.0,John Howard Centre,416.61,
,Tesco,43.29,
,Invensys Rail,8.25,
0.0,Glasgow City Council,-201.0,1.0
0.0,Sodexo,-136.0,1.0
0.0,Taunton &Somerset Trust,-7.25,
,Scope,85.87,
1.0,Travis Perkins,117.76,1.0
0.0,Abcam,-21.5,
,Army,82.25,
,Bmj,41.47,
0.0,Woodlands Primary School,-131.0,1.0
0.0,Magnesium Elektron,-6.5,
0.0,Welb - Western Education & Library Board,-221.0,1.0
0.0,Harvester,-236.0,1.0
0.0,Hm Forces,-99.25,
1.0,Strand Nurses Bureau,318.025,
0.0,The Aa,-186.0,1.0
0.0,William Hill,-36.5,1.0
1.0,Dhl,314.75,
,Onestop,63.0,
1.0,British Army,673.25,
1.0,Moor Hall Hotel,382.65,
0.0,Sainsburys,-71.5,1.0
0.0,Newsquest Oxford,-276.75,1.0
1.0,Tesco,192.08,
,Royal Navy,23.0,
,British Army,68.59,
1.0,William Hill,856.875,
,Coopervision+Ltd,61.75,
,Balfour Beatty,8.25,
0.0,Nsc Global,-144.53,
,Carillion Energy Services,3.825,
,Avnet,83.5,1.0
0.0,Armed Forced,-126.0,1.0
1.0,Bernard Matthews,284.14,
1.0,Tates Ltd - Spar,111.495,
0.0,Crosby Lakeside,-16.0,
0.0,Fed Ex Uk,-131.04,1.0
,B&Q,86.25,
1.0,Fp Mailing,152.675,
,Morrisons,67.5,1.0
0.0,Cottage Nursing Home,-136.0,1.0
0.0,Stowe School,-241.35,1.0
1.0,Bupa Care Home,248.225,
0.0,Marine Shipping Services,-136.0,1.0
,The Fox And Hound Pub,58.55,
0.0,Bexely Civic Centre,-48.45,1.0
0.0,Dobbies,-113.55,1.0
0.0,Cheese Company,-186.0,1.0
1.0,Travis Perkins,139.2,
0.0,West Dumbartonshire Council,-186.0,
0.0,East Ayrshire Council,-136.0,1.0
,Coral Gala Group,73.25,1.0
0.0,Herotsc,-186.0,1.0
1.0,Waterside Nursing,156.8,1.0
,Cri,76.5,
,Tesco,37.5,
1.0,Maidstone And Tunbridge Wells Nhs Trust,132.75,
0.0,Smiths News,-66.0,1.0
1.0,Hmrc,141.0,
0.0,Next Distribution,-241.5,1.0
0.0,Mayflex,-20.5,1.0
0.0,Harcourt Ltd,-10.5,1.0
1.0,Hm Forces,420.25,
1.0,Urban Spaces,180.675,
,Hicks Construction,30.575,
,Special Hygiene Services,77.47,1.0
0.0,Rbmw For Manor Green School,-186.0,1.0
1.0,Rms Electrical,383.25,
0.0,Debenhams,-118.25,1.0
0.0,Hills Pannels Products,-81.25,
1.0,Tesco Stores Limited,436.25,
0.0,A.J Cope Ltd,-186.0,1.0
1.0,Lbm,135.415,
0.0,Barclays,-236.0,1.0
1.0,Chosen Care,125.25,
1.0,Satmetrix,558.13,
0.0,Imperial Tankers - Hargreaves,-86.17,1.0
0.0,Bt,-186.0,1.0
,Tqc Ltd,74.25,
0.0,Firlawn,-28.625,
,Betsi Cadawaladr Trust/glancwyldhospita,74.55,
,Esso,96.06,
,Tc Contrctors,57.99,
0.0,Brompton Bicycle,-184.125,1.0
,County Linen,3.55,1.0
1.0,Milestones,538.25,
1.0,Caledonian Macbrayne,435.0,
0.0,Greggs Bakery,-121.5,1.0
0.0,Mencap,-17.4,
,Kitchen Craft,48.25,1.0
1.0,Asda,247.45,
,Novacroft,96.75,
1.0,Muskham Services,147.9,
1.0,K And T Heating,494.75,
0.0,Uniplas,-196.0,1.0
,Satair Hardware,84.89,1.0
0.0,Greenwoods Solicitors,-106.75,1.0
0.0,West Dunbartonshire Council - Dumbarton Academy,-214.98,
0.0,Aberdeenshire Council,-124.125,1.0
1.0,Rochdale Council,161.0,
1.0,Dhl Sainsburys,582.75,
1.0,Nissan,894.75,
0.0,Wm Morrisons,-127.5,1.0
1.0,Psni,509.75,
0.0,M&S,-141.75,1.0
0.0,Phones 4 U,-210.125,
0.0,Marchants,-12.4,
0.0,Lifeline Project,-37.35,
0.0,Interseve,-68.0,1.0
,Newlook,38.5,
0.0,Toolbank,-186.0,1.0
0.0,Damco,-2.25,1.0
0.0,Wrap Film Systems,-171.0,1.0
0.0,T.K.Maxx,-276.75,1.0
1.0,Anchor Trust,241.5,
,Tar Isteach,45.25,1.0
0.0,Stratton And Hestler,-186.0,1.0
0.0,Nitecrest,-88.75,1.0
0.0,Teachers2parents,-136.0,1.0
0.0,Lbm,-35.8,1.0
1.0,Tesco,582.75,
0.0,Swindon Borough,-236.0,1.0
1.0,Octaga Security,479.96,
0.0,Rnib - Action For Blind People,-131.75,1.0
0.0,Sita,-46.45,
,British Army,-0.6,
0.0,Fb Heliservices,-27.325,
1.0,Unibind Systems,820.6,
,Marks And Spencer,75.81,
0.0,Scientiam,-242.75,1.0
0.0,Caterham Digital Ltd,-186.0,1.0
0.0,Feedwater Ltd,-106.5,1.0
,Hm Prison Service,75.6,
1.0,Nabarro Llp,465.25,
0.0,Solor Care,-161.425,1.0
0.0,Tesco,-161.0,1.0
1.0,The Aa,346.5,
1.0,Hm Forces,220.26,
0.0,Total Glass,-97.5,1.0
1.0,Tesco,210.0,
0.0,International Cuisine,-276.75,1.0
0.0,Sse,-70.86,1.0
,Hcl Ltd,52.5,
0.0,Asda,-112.5,1.0
1.0,Sainsburys,303.42,
,Cafe Rouge,32.25,
0.0,Co-Operative,-4.5,
0.0,Hero Tsc,-53.25,1.0
1.0,Rapid International,233.75,
1.0,Yorkshire Building Society,286.29,
0.0,I T Media,-186.0,1.0
0.0,Forces,-262.0,1.0
0.0,Kingstown Hotel - Good Night Inns,-276.75,1.0
,Hm Prison Service,55.2,
0.0,Forgewood Contracts,-186.0,1.0
1.0,Barnet Hospital Nhs,470.75,
0.0,Nexus Total Print Solutions,-129.175,1.0
0.0,London Underground,-186.0,1.0
1.0,Fg Wilson Engineering,206.9,
0.0,Hm Forces,-6.5,
1.0,Cannon Hygiene,181.01,
0.0,Manor House Nursing Home,-163.25,
0.0,Centrica,-232.5,
,Royal Air Force,20.05,
,Cooperative Stores,63.89,
1.0,Rac Rescue,293.43,
0.0,Beyea Care,-41.25,
,Searcys,8.25,
0.0,Lpd Doors Ltd,-116.0,1.0
1.0,Mitchell And Butlers,200.25,
,Osprey London,64.3,
1.0,Dhl,390.25,
0.0,Park Inn Hotel,-108.0,1.0
0.0,Moor House Group,-171.86,
0.0,Lloyds,-116.0,1.0
1.0,Ocs,315.45,
0.0,Nhs Trust,-186.0,1.0
0.0,Newcastle University,-236.0,1.0
1.0,Orridge,344.925,
0.0,Axa Insurance,-126.35,1.0
0.0,Asda,-236.0,1.0
1.0,Vodafone,774.0,
0.0,Weston Ward Hammersmith Hospital,-226.75,1.0
1.0,Booking,419.95,
0.0,David Lloyd,-4.495,1.0
,Mitie Retail,52.6,1.0
0.0,Enviropower Ltd,-153.0,1.0
0.0,Mitchells & Butlers,-97.5,1.0
0.0,Sanctuary Care,-136.0,1.0
1.0,Housecall Care And Support,111.75,
,Shaftesbury Group Of Hotels,33.83,
1.0,British Army,284.3,
0.0,Lingwood Security Services,-161.0,1.0
,Morrisons,12.25,1.0
0.0,Bhs,-141.75,1.0
1.0,Heineken Uk,185.25,
,Bss - Birmingham Specialised Services,76.9,1.0
,David Hathaways,10.75,
1.0,Armed Forces,525.5,
0.0,Orange,-188.25,1.0
0.0,Amec,-141.5,1.0
,Aqua Direct,24.875,
0.0,Wrg,-6.5,
1.0,Army,168.75,
0.0,Tenpin,-186.0,1.0
,Graham Wood Ltd,54.34,
1.0,Pathways For Care - Berrywood Lodge,468.2,
0.0,Ist Power Products,-186.0,1.0
,East North Herts Nhs,80.5,
0.0,Direct Seafoods,-126.08,
0.0,Tubex Ltd,-135.0,1.0
0.0,Morissons Supermarket,-203.25,1.0
1.0,Sainsburys,357.1,
,Ocs Retail Support,1.055,1.0
0.0,Perforated And Stamped Products Limited,-3.55,
0.0,Barcelo Hotels,-263.55,1.0
0.0,Roflow,-136.0,1.0
1.0,Barclays Bank,292.2,
,Home House Ltd,8.25,
,Wrexham Council,21.48,
,Kwikfit,15.625,
,Juniper Training Ltd,91.5,
1.0,Admiral,244.5,
0.0,Mod,-83.0,1.0
0.0,Southern Railway,-146.25,
0.0,Whiteghyll Plastics,-186.0,1.0
0.0,Cleeve Hill Nursing Home,-276.75,1.0
0.0,Fonehouse,-175.17,
,Nhs - Edenbridge,40.6,
1.0,London Borough Of Barking & Dagenham,200.25,
,British Army,83.48,
1.0,Ashworth Hospital,117.2,
0.0,Slug And Lettuce,-6.5,
1.0,Scottish Shell Fish,434.5,
0.0,Cedor Lodge Nursing Home,-129.75,1.0
1.0,Dwp,432.75,
0.0,Newcastle Nhs Foundation Trust,-166.175,1.0
,B And M,8.25,
0.0,Nic,-12.4,
,Stonehaven Care Home,34.93,
0.0,Homebase,-68.335,
1.0,The Angels Hotel,160.9,
0.0,Fourseasons Healthcare,-40.985,
1.0,British Airways,135.18,
0.0,Bradford Council,-299.375,1.0
,Vanquis,11.2,
1.0,Rowlands Pharmacy,219.45,
0.0,Mecaplast Peterlee,-51.5,1.0
,Allied Healthcare,8.0,
1.0,Rico Logistics,331.71,
0.0,Tesco Extra,-12.4,
,Trealna Nursing Home,67.65,
1.0,Hm Armed Forces,399.875,
0.0,Blunsdon House Hotel,-40.5,1.0
1.0,Armed Forces,466.0,
,Ministry Of Defence,23.0,
0.0,Yell Ltd,-236.0,1.0
1.0,G4s Secure Solutions,110.5,
1.0,Lingwood Security,133.775,
0.0,Bt,-14.125,
1.0,Maidstone And Tunbridge Wells Nhs Trust,214.5,
0.0,Meadow Grange,-259.125,1.0
1.0,Nuffield Health,390.75,
,Claims Advisory Group,32.25,
,Emailmovers Ltd,55.45,
1.0,Royal Mail,320.415,
1.0,Og Sport Ltd,362.0,
0.0,Next,-96.5,1.0
0.0,Kerry Foods,-186.0,1.0
,Ncc Group,67.0,
1.0,Qvc,194.42,
,Tesco,8.0,
1.0,Surrey County Council - Matthew,747.25,
0.0,Icm,-72.0,
0.0,Department For Work And Pensions,-119.75,
0.0,2Recycle Ltd,-236.0,
1.0,Rentokil Initial,102.9,
1.0,Osem Uk Limited,212.3,
0.0,St. Macartans Nursing Home,-156.0,
0.0,Centrick Property,-37.65,1.0
1.0,Nottingham Police,806.0,
1.0,Nottingham Forest Fc,177.26,
0.0,T-Mobile Uk,-273.25,1.0
0.0,Nhs,-111.09,
,Mamas And Papas,41.385,
0.0,Next,-6.5,
0.0,Cp Plus,-70.5,
1.0,Dobbies Garden Centre,421.5,
1.0,Kwikfit,836.0,
1.0,Rontec/Total Conveiniance,290.25,
1.0,South London And Maudsley Nhs,471.9,
0.0,Alexander Forbes,-288.0,1.0
1.0,Hull City Council,377.75,
1.0,Mitie Security,672.0,
0.0,Ironmuntain,-141.75,1.0
0.0,Healthy Solutions,-126.0,1.0
0.0,Ealing Council,-136.0,1.0
1.0,Sita,637.5,
,Hertfordshire Scouts,47.0,
0.0,Stoke On Trent City Council,-276.75,1.0
0.0,Tesco,-81.5,
0.0,First Glasgow,-85.0,1.0
,Leonard Cheshire Disability,35.25,1.0
,Stockport Mbc,67.75,
1.0,Sainsburys,273.75,
0.0,Brake Bros,-161.0,1.0
0.0,Hsbc,-141.75,1.0
,P Twizell Eggs,37.0,1.0
0.0,Portsmouth City Council,-206.75,1.0
0.0,European Lifestyles,-186.0,1.0
1.0,Sainsburys,294.9,
1.0,Nhs - Sheffield Teaching Hospital,103.155,
0.0,Network Rail,-194.625,
,Southern Electric,23.0,
1.0,Dhl Supply Chain,226.8,
1.0,Hi-Pro,256.8,1.0
0.0,Crewlink Ltd,-156.42,1.0
1.0,Tesco,279.2,
0.0,Eastman Chemical,-6.75,
1.0,Aa,356.75,
0.0,Ca Design Services,-62.375,
,Elizabeth Finn Homes - Rush Court,8.75,
0.0,City Link - Target Express,-136.0,1.0
1.0,Sprint Print And Design,533.5,
1.0,Ventura,267.17,
,Swinton Insurance,67.0,
0.0,Wbfast,-110.45,1.0
0.0,Royal Mail,-6.5,
0.0,Centrica,-276.75,1.0
0.0,Doncaster Council,-141.75,1.0
1.0,Pitney Bowes,820.25,
1.0,Tesco,275.395,
1.0,Derbyshire Healthcare Nhs Trust,288.75,
,Asda,52.5,
0.0,Nhs - Glasgow Royal Infirmary,-186.0,1.0
0.0,Lbm,-62.25,1.0
0.0,North Somerset Council,-251.0,1.0
,Kwik Fit,17.5,
0.0,Harvester,-124.125,1.0
,Cards Galore,21.83,
0.0,Phyllis Court Club,-176.0,1.0
,Dwp,41.0,
0.0,Mph Group,-141.75,1.0
0.0,Dsgi Plc,-98.025,
,Lancashire Constabulary,91.1,
0.0,Mod,-176.0,1.0
0.0,Salvation Army,-136.0,1.0
0.0,Liftout Ltd,-6.5,
0.0,Vehicle Consulting Plc,-141.75,1.0
0.0,Nhs - Leicester Royal Infirmary,-51.75,1.0
1.0,Brasseire Gerard,125.11,
1.0,Royal Air Force,552.45,
,European Care,17.03,
1.0,National Services Scotland,553.25,
0.0,Latona Leisure - Webbington Hotel,-161.0,1.0
1.0,Asda,110.9,
1.0,Menzies Hotel,167.38,
,Thomascook Airlines,14.875,
1.0,K Transport,183.9,
1.0,Talktalk,150.0,
1.0,Barclays,533.8,
0.0,Co-Op,-101.175,1.0
0.0,Morrisons,-82.41,
0.0,Ministry Of Defence,-4.3,
0.0,Sure Start,-166.33,1.0
,Hmp Woodhill Prison,-0.6,
1.0,Bupa,128.95,
0.0,Jointing Technologies,-178.0,1.0
0.0,Message Pad/Mpl Contact,-79.25,1.0
1.0,Buckinghamshire Nhs Trust,135.75,
,Elta Fans Ltd,8.25,
0.0,Sainsburys,-191.5,1.0
0.0,Scarlet Pimpernel,-116.0,1.0
0.0,Gala Casino,-186.0,1.0
0.0,Gables Nursing Home,-209.3,1.0
0.0,Rico Logistics,-136.0,1.0
1.0,Benson Box,436.97,
1.0,Loch Fyne Seafood Restaurant,108.72,
1.0,London United Busways,209.35,
0.0,Rowland Brothers,-53.25,1.0
0.0,William Hill,-136.0,1.0
0.0,Hartlepool Borough Council,-136.0,1.0
0.0,British Army,-236.0,1.0
0.0,Premier Groups And Services,-14.375,1.0
0.0,K2 Conservatories,-136.0,1.0
0.0,Leisure Connection,-94.12,1.0
0.0,City Hospital,-186.0,1.0
0.0,Wickes,-47.5,1.0
,Asda,38.01,
1.0,B & Q,206.25,
0.0,Fairfax Meadow,-263.55,1.0
,Wm Morrisons Plc,51.92,
1.0,Tesco,326.05,
1.0,Crown Prosecution Services,329.4,
0.0,International Cuisine,-188.25,1.0
,Optical Express,39.625,
,Coral Racing Ltd,8.25,
,Stateside Foods,6.25,1.0
0.0,Kwikfit,-3.55,
0.0,George Jones And Sons,-159.375,1.0
,Kirkby Steel Tubes,96.03,
0.0,Spirit Group/Hobby Horse,-171.0,1.0
0.0,British Army,-331.25,1.0
1.0,Veolia Environmental Services,125.03,1.0
0.0,Brunning And Price,-74.225,1.0
0.0,Krispy Kreme Uk,-136.09,
1.0,Copthorne Hotel,141.65,
,Asda,97.4,
1.0,East West Electrical,969.975,
0.0,B And Q,-68.0,1.0
0.0,Caremark,-4.13,
0.0,The Cooprative Group,-82.0,1.0
,Hm Forces,21.0,
1.0,Edith Weston Childcare Centre/ Rainbow Childcare,104.8,
0.0,Axa Assitance,-83.95,1.0
0.0,Barnsley House Hotel,-6.75,
1.0,Bam Construction,161.4,
1.0,Bradford District Care Trust,291.95,
,Army,64.5,
0.0,Antoinette Hotels,-256.5,1.0
0.0,Endeavour Events,-176.0,1.0
0.0,Whitbread The Haywain,-83.75,1.0
0.0,Lindstrand Technologies,-187.075,1.0
1.0,Waterstones Bookshops,201.25,
,Nbc Universal,8.25,
0.0,Morrisons,-276.75,1.0
0.0,Gala Coral Group,-136.0,1.0
0.0,Qvc,-106.5,1.0
0.0,Leicestershire County Council Social Services,-116.0,1.0
1.0,Stay Bright Solar,171.0,
,Weston Area Health Trust,53.7,
1.0,Serco Lg & C,554.0,
,Beamsmoor Care At Home,100.0,
1.0,Global Strategy Systems Ltd,304.55,
1.0,Tui Travel,377.25,
,Hero Tsc,52.5,
0.0,London United,-235.2,
0.0,Bemis,-276.75,1.0
0.0,East Coast Mainline,-112.5,1.0
0.0,Howdens,-99.75,1.0
1.0,Bliss Residential Care Ltd,147.75,
0.0,Ikm Testing,-6.5,
0.0,Sense Financial,-232.5,1.0
0.0,Control Security,-51.0,
1.0,Royal Mail,182.5,
0.0,Tesco,-106.69,1.0
0.0,Radio Cardiff,-141.75,1.0
,Sutton Council,49.8,
1.0,Rpc Containers,770.7,
0.0,The Hoseasons Group,-137.92,1.0
0.0,Impact Security Solutions,-43.25,1.0
1.0,Renfrewshire Council - Heriot Primary School,231.0,
0.0,Southend Nhs Trust,-244.0,1.0
0.0,British Home Stores,-44.0,
,Dfs Ltd,71.75,1.0
0.0,Stratford And District Mencap,-30.93,
0.0,Pioneer Europe Limited,-236.0,1.0
1.0,Roc Uk Ltd,407.0,
1.0,Jcuk,405.3,
0.0,Wigan Wrightington Leigh Nhs Trust,-199.75,
1.0,North Yorkshire County Council,356.35,
,British Army,49.8,
1.0,Eic Semi Ltd,403.55,
0.0,Sainsburys,-236.0,1.0
0.0,Quinton Care Home,-201.0,1.0
1.0,Tata Steel,159.0,
1.0,British Airways Plc,576.09,
,British Airways,23.0,
1.0,Sony,136.71,
0.0,Rampton Hospital,-6.5,
1.0,The Inn On The Lake,130.005,
0.0,Sainsburys,-99.0,1.0
1.0,Rontec/Total,267.65,
1.0,Hanover Housing,277.9,
,Unipark Logistics,37.0,1.0
,Easyjet Airline Ltd,79.25,
1.0,Spicerhaart,123.8,
0.0,South Holland District Council,-229.75,
1.0,Teleperformance,229.5,
,Elite Services,50.75,
1.0,Compass Group,229.75,
0.0,Fairfax Meadow,-186.0,1.0
1.0,Forest Hills Hotel- Best Western,253.05,
1.0,Marriott International,371.0,
0.0,Young Enterprise Scotland,-47.5,1.0
,Nhs Ayrshire & Arran,49.63,
1.0,Tesco Stores,507.47,
1.0,Sainsbury,405.25,
0.0,Nsl Services,-352.25,1.0
1.0,Sainsburys,303.5,
0.0,Sainsburys Limited,-136.0,1.0
0.0,Lightbody,-186.0,1.0
1.0,Shaw Hill Golf Club,256.35,
0.0,Milk Link,-131.175,1.0
1.0,Mitie Security Ltd,222.375,
0.0,Club Entertainment Systems,-186.0,1.0
0.0,Perth And Kinross Council,-10.5,1.0
0.0,Kings College Hospital,-241.5,
,Polytan,91.1,
1.0,Amc Engineering,294.035,
0.0,J Sainsbury,-201.0,1.0
1.0,British Army,333.5,
0.0,Angus Housing,-55.5,
0.0,John Lewis,-196.75,1.0
1.0,Voice Marketing,289.25,
0.0,Tesco Storse Ltd,-125.75,1.0
1.0,British Army,75.8,
,Careuk,97.0,
,Tesco,96.75,
0.0,Menzies Aviation,-138.1,1.0
,Translink,50.67,
1.0,Fairmont Hotel,144.63,
1.0,Ensco,184.0,
